Model Year,Mfr Name,Division,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel
2016,General Motors,GMC,4.3,6,18,24,20
2016,General Motors,GMC,5.3,8,16,23,19
2016,General Motors,GMC,5.3,8,16,23,19
2016,General Motors,GMC,5.3,8,18,24,20
2016,General Motors,GMC,5.3,8,16,22,18
2016,General Motors,GMC,6.2,8,15,21,17
2016,FCA US LLC,RAM,3,6,20,28,23
2016,FCA US LLC,RAM,3.6,6,17,25,20
2016,FCA US LLC,RAM,5.7,8,14,20,16
2016,FCA US LLC,RAM,5.7,8,15,22,17
2016,FCA US LLC,RAM,3,6,21,29,24
2016,FCA US LLC,RAM,3.6,6,18,25,21
2016,Roush,"Roush Industries, Inc.",5,8,12,15,13
2016,Toyota,TOYOTA,4.6,8,15,19,16
2016,Toyota,TOYOTA,5.7,8,13,18,15
2016,Toyota,TOYOTA,5.7,8,13,18,15
2016,General Motors,Chevrolet,4.3,6,17,22,19
2016,General Motors,Chevrolet,5.3,8,16,22,18
2016,General Motors,Chevrolet,5.3,8,16,22,18
2016,General Motors,Chevrolet,5.3,8,16,21,18
2016,General Motors,Chevrolet,5.3,8,15,21,17
2016,General Motors,Chevrolet,6.2,8,15,21,17
2016,Ford Motor Company,Ford,2.7,6,18,22,19
2016,Ford Motor Company,Ford,3.5,6,15,20,17
2016,Ford Motor Company,Ford,2.7,6,18,23,20
2016,Ford Motor Company,Ford,3.5,6,16,22,18
2016,Ford Motor Company,Ford,3.5,6,17,23,19
2016,Ford Motor Company,Ford,5,8,15,21,17
2016,Ford Motor Company,Ford,5,8,14,19,16
2016,General Motors,GMC,4.3,6,17,22,19
2016,General Motors,GMC,5.3,8,16,22,18
2016,General Motors,GMC,5.3,8,16,22,18
2016,General Motors,GMC,5.3,8,16,21,18
2016,General Motors,GMC,5.3,8,15,21,17
2016,General Motors,GMC,6.2,8,15,21,17
2016,FCA US LLC,RAM,3,6,19,27,22
2016,FCA US LLC,RAM,3.6,6,16,23,19
2016,FCA US LLC,RAM,5.7,8,13,19,15
2016,FCA US LLC,RAM,5.7,8,15,21,17
2016,Roush,"Roush Industries, Inc.",5,8,12,15,13
2016,Toyota,TOYOTA,4.6,8,14,18,16
2016,Toyota,TOYOTA,5.7,8,13,17,15
2016,Toyota,TOYOTA,5.7,8,13,17,15
2016,General Motors,Chevrolet,6,8,11,16,13
2016,General Motors,Chevrolet,6,8,11,16,12
2016,Ford Motor Company,Ford,3.5,6,15,19,16
2016,Ford Motor Company,Ford,3.7,6,14,18,16
2016,General Motors,GMC,6,8,11,16,13
2016,General Motors,GMC,6,8,11,16,12
2016,General Motors,Cadillac,3.6,6,15,21,17
2016,General Motors,Cadillac,3.6,6,15,21,17
2016,Nissan,CHEVROLET,2,4,24,26,25
2016,Ford Motor Company,Ford,1.6,4,22,29,25
2016,Ford Motor Company,Ford,2.5,4,20,28,23
2016,Ford Motor Company,Ford,2.5,4,20,28,23
2016,Ford Motor Company,Ford,2.5,4,19,27,22
2016,Ford Motor Company,Ford,1.6,4,22,29,25
2016,Ford Motor Company,Ford,2.5,4,19,27,22
2016,Ford Motor Company,Ford,2.5,4,19,27,22
2016,Ford Motor Company,Ford,2.5,4,19,27,22
2016,Ford Motor Company,Lincoln,2,4,18,25,21
2016,Mercedes-Benz,Mercedes-Benz,2,4,21,24,22
2016,Mercedes-Benz,Mercedes-Benz,2,4,20,23,22
2016,Nissan,NISSAN,2,4,24,26,25
2016,Nissan,NISSAN,2,4,23,26,24
2016,FCA US LLC,RAM,2.4,4,21,29,24
2016,Ford Motor Company,Lincoln,3.7,6,16,23,18
2016,General Motors,Chevrolet,5.3,8,15,20,17
2016,General Motors,Chevrolet,3.6,6,15,17,16
2016,General Motors,Chevrolet,5.3,8,15,19,17
2016,General Motors,GMC,5.3,8,15,20,17
2016,General Motors,GMC,3.6,6,15,17,16
2016,General Motors,GMC,5.3,8,15,19,17
2016,FCA US LLC,Chrysler,3.6,6,17,25,20
2016,FCA US LLC,Chrysler,3.6,6,17,25,20
2016,FCA US LLC,Dodge,3.6,6,17,25,20
2016,FCA US LLC,Dodge,3.6,6,17,25,20
2016,Honda,Honda,3.5,6,19,28,22
2016,Kia,KIA MOTORS CORPORATION,3.3,6,18,24,20
2016,Kia,KIA MOTORS CORPORATION,3.3,6,18,25,21
2016,Kia,KIA MOTORS CORPORATION,3.3,6,17,22,19
2016,Nissan,NISSAN,3.5,6,20,27,23
2016,Toyota,TOYOTA,3.5,6,18,25,21
2016,Toyota,TOYOTA,3.5,6,16,23,19
2016,Honda,Acura,3.5,6,19,27,22
2016,Honda,Acura,3.5,6,20,27,23
2016,Honda,Acura,3.5,6,20,29,23
2016,BMW,BMW,2,4,21,28,24
2016,General Motors,Buick,1.4,4,28,34,30
2016,General Motors,Buick,1.4,4,25,33,28
2016,General Motors,Chevrolet,2.4,4,22,32,26
2016,General Motors,Chevrolet,2.4,4,22,32,26
2016,General Motors,Chevrolet,3.6,6,17,24,20
2016,General Motors,Chevrolet,1.4,4,26,34,29
2016,FCA US LLC,Dodge,2.4,4,19,26,21
2016,FCA US LLC,Dodge,3.6,6,17,25,19
2016,FCA US LLC,FIAT,1.4,4,25,34,28
2016,FCA US LLC,FIAT,2.4,4,22,31,25
2016,Ford Motor Company,Ford,2,4,20,30,24
2016,Ford Motor Company,Ford,2,4,21,30,24
2016,Ford Motor Company,Ford,3.5,6,18,26,21
2016,Ford Motor Company,Ford,1.6,4,23,32,26
2016,Ford Motor Company,Ford,2,4,22,30,25
2016,Ford Motor Company,Ford,2.5,4,22,31,25
2016,General Motors,GMC,2.4,4,22,32,26
2016,General Motors,GMC,2.4,4,22,32,26
2016,General Motors,GMC,3.6,6,17,24,20
2016,Honda,Honda,2.4,4,26,33,29
2016,Honda,Honda,1.8,4,28,35,31
2016,Honda,Honda,1.8,4,28,35,31
2016,Honda,Honda,1.8,4,25,34,28
2016,Honda,Honda,3.5,6,19,27,22
2016,Honda,Honda,3.5,6,20,27,23
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.3,6,18,25,21
2016,Hyundai,HYUNDAI MOTOR COMPANY,2,4,19,27,22
2016,Hyundai,HYUNDAI MOTOR COMPANY,2.4,4,20,27,23
2016,Hyundai,HYUNDAI MOTOR COMPANY,2,4,19,26,22
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.3,6,17,23,20
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,26,33,29
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,25,30,27
2016,Hyundai,HYUNDAI MOTOR COMPANY,2,4,23,31,26
2016,Nissan,INFINITI,3.5,6,21,27,23
2016,Nissan,INFINITI,3.7,6,17,24,19
2016,FCA US LLC,Jeep,2.4,4,22,31,25
2016,FCA US LLC,Jeep,2.4,4,22,31,25
2016,FCA US LLC,Jeep,3.2,6,21,29,24
2016,FCA US LLC,Jeep,2,4,22,26,24
2016,FCA US LLC,Jeep,2,4,23,30,26
2016,FCA US LLC,Jeep,2.4,4,21,28,23
2016,FCA US LLC,Jeep,2.4,4,23,29,25
2016,FCA US LLC,Jeep,2,4,22,26,24
2016,FCA US LLC,Jeep,2,4,23,30,26
2016,FCA US LLC,Jeep,2.4,4,21,28,23
2016,FCA US LLC,Jeep,2.4,4,23,29,25
2016,FCA US LLC,Jeep,1.4,4,24,31,27
2016,FCA US LLC,Jeep,2.4,4,22,31,25
2016,Kia,KIA MOTORS CORPORATION,2,4,20,27,23
2016,Kia,KIA MOTORS CORPORATION,2.4,4,21,29,24
2016,Kia,KIA MOTORS CORPORATION,3.3,6,18,26,21
2016,Kia,KIA MOTORS CORPORATION,2.4,4,21,28,24
2016,Kia,KIA MOTORS CORPORATION,2,4,20,26,22
2016,Toyota,LEXUS,2,4,22,28,25
2016,Toyota,LEXUS,2.5,4,35,31,33
2016,Toyota,LEXUS,3.5,6,20,28,23
2016,Toyota,LEXUS,3.5,6,31,30,30
2016,Ford Motor Company,Lincoln,2,4,20,29,23
2016,Ford Motor Company,Lincoln,2.7,6,17,26,21
2016,Ford Motor Company,Lincoln,3.7,6,17,26,20
2016,MAZDA,MAZDA,2,4,26,35,29
2016,MAZDA,MAZDA,2.5,4,26,33,29
2016,MAZDA,MAZDA,2.5,4,22,28,25
2016,Mercedes-Benz,Mercedes-Benz,2,4,22,28,24
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,25,31,27
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2,4,24,31,27
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2,4,23,29,25
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,23,28,25
2016,Nissan,NISSAN,3.5,6,20,27,23
2016,Nissan,NISSAN,2.5,4,26,33,28
2016,Toyota,TOYOTA,2.7,4,20,25,22
2016,Toyota,TOYOTA,3.5,6,19,25,21
2016,Toyota,TOYOTA,2.5,4,23,30,26
2016,Toyota,TOYOTA,2.5,4,24,31,26
2016,Volkswagen Group of,Volkswagen,2,4,21,26,23
2016,Volvo,"Volvo Cars of North America, LLC",2,4,23,31,26
2016,Volvo,"Volvo Cars of North America, LLC",2,4,22,29,24
2016,Volvo,"Volvo Cars of North America, LLC",2,4,23,31,26
2016,Honda,Acura,3.5,6,19,26,22
2016,Honda,Acura,3.5,6,18,26,21
2016,Honda,Acura,3.5,6,19,28,22
2016,Volkswagen Group of,Audi,2,4,20,28,23
2016,Volkswagen Group of,Audi,3,6,23,30,26
2016,Volkswagen Group of,Audi,3,6,18,26,21
2016,Volkswagen Group of,Audi,2,4,24,30,26
2016,Volkswagen Group of,Audi,3,6,17,24,19
2016,BMW,BMW,2,4,27,34,30
2016,BMW,BMW,2,4,21,28,24
2016,BMW,BMW,3,6,19,27,22
2016,BMW,BMW,3,6,18,25,21
2016,BMW,BMW,2,4,20,28,23
2016,BMW,BMW,3,6,19,27,22
2016,General Motors,Buick,1.4,4,26,32,29
2016,General Motors,Buick,1.4,4,23,30,26
2016,General Motors,Buick,2,4,20,26,22
2016,General Motors,Chevrolet,2.4,4,20,29,23
2016,General Motors,Chevrolet,2.4,4,20,29,23
2016,General Motors,Chevrolet,3.6,6,16,23,18
2016,General Motors,Chevrolet,1.4,4,24,31,27
2016,FCA US LLC,Dodge,3.6,6,16,24,19
2016,FCA US LLC,FIAT,2.4,4,21,30,24
2016,Ford Motor Company,Ford,2,4,20,28,23
2016,Ford Motor Company,Ford,2.7,6,17,24,20
2016,Ford Motor Company,Ford,3.5,6,17,25,20
2016,Ford Motor Company,Ford,1.6,4,22,29,25
2016,Ford Motor Company,Ford,2,4,21,28,23
2016,General Motors,GMC,2.4,4,20,29,23
2016,General Motors,GMC,3.6,6,16,23,18
2016,Honda,Honda,2.4,4,25,31,27
2016,Honda,Honda,1.8,4,27,32,29
2016,Honda,Honda,1.8,4,27,32,29
2016,Honda,Honda,3.5,6,18,26,21
2016,Honda,Honda,3.5,6,19,26,22
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.3,6,18,24,20
2016,Hyundai,HYUNDAI MOTOR COMPANY,2,4,18,24,21
2016,Hyundai,HYUNDAI MOTOR COMPANY,2.4,4,19,25,21
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.3,6,17,22,19
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,24,28,26
2016,Hyundai,HYUNDAI MOTOR COMPANY,2,4,21,26,23
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,25,31,27
2016,Nissan,INFINITI,3.5,6,19,26,22
2016,Nissan,INFINITI,3.7,6,16,22,18
2016,FCA US LLC,Jeep,2.4,4,21,28,24
2016,FCA US LLC,Jeep,2.4,4,21,28,24
2016,FCA US LLC,Jeep,3.2,6,20,28,23
2016,FCA US LLC,Jeep,2.4,4,21,27,23
2016,FCA US LLC,Jeep,3.2,6,19,26,22
2016,FCA US LLC,Jeep,2.4,4,19,25,22
2016,FCA US LLC,Jeep,3.2,6,19,26,22
2016,FCA US LLC,Jeep,2.4,4,20,26,22
2016,FCA US LLC,Jeep,2.4,4,20,23,21
2016,FCA US LLC,Jeep,2.4,4,22,27,24
2016,FCA US LLC,Jeep,2.4,4,20,26,22
2016,FCA US LLC,Jeep,2.4,4,20,23,21
2016,FCA US LLC,Jeep,2.4,4,22,27,24
2016,FCA US LLC,Jeep,1.4,4,24,31,27
2016,FCA US LLC,Jeep,2.4,4,21,29,24
2016,FCA US LLC,Jeep,3.6,6,17,21,18
2016,FCA US LLC,Jeep,3.6,6,17,21,18
2016,FCA US LLC,Jeep,3.6,6,16,20,18
2016,FCA US LLC,Jeep,3.6,6,16,21,18
2016,Kia,KIA MOTORS CORPORATION,2,4,19,25,22
2016,Kia,KIA MOTORS CORPORATION,2.4,4,21,26,23
2016,Kia,KIA MOTORS CORPORATION,3.3,6,17,23,19
2016,Kia,KIA MOTORS CORPORATION,3.3,6,18,26,21
2016,Kia,KIA MOTORS CORPORATION,2.4,4,19,26,22
2016,Kia,KIA MOTORS CORPORATION,2,4,19,25,21
2016,Jaguar Land Rover L,Land Rover,2,4,20,26,22
2016,Jaguar Land Rover L,Land Rover,2,4,21,30,24
2016,Jaguar Land Rover L,Land Rover,2,4,20,28,23
2016,Toyota,LEXUS,2,4,22,28,24
2016,Toyota,LEXUS,2,4,22,27,24
2016,Toyota,LEXUS,2.5,4,33,30,32
2016,Toyota,LEXUS,3.5,6,19,26,22
2016,Ford Motor Company,Lincoln,2,4,19,26,22
2016,Ford Motor Company,Lincoln,2.3,4,18,26,21
2016,Ford Motor Company,Lincoln,2.7,6,17,24,19
2016,Ford Motor Company,Lincoln,3.7,6,16,23,19
2016,MAZDA,MAZDA,2.5,4,24,30,26
2016,MAZDA,MAZDA,2.5,4,21,27,23
2016,Mercedes-Benz,Mercedes-Benz,2,4,24,32,27
2016,Mercedes-Benz,Mercedes-Benz,2,4,24,32,27
2016,Mercedes-Benz,Mercedes-Benz,2,4,21,28,24
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,24,29,26
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,3,6,20,27,23
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2,4,23,29,26
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,22,27,24
2016,Nissan,NISSAN,3.5,6,19,26,22
2016,Nissan,NISSAN,3.5,6,19,26,21
2016,Nissan,NISSAN,2.5,4,25,32,28
2016,Porsche,Porsche,3,6,17,23,19
2016,Porsche,Porsche,3.6,6,17,23,19
2016,Subaru,Subaru,2,4,26,34,29
2016,Subaru,Subaru,2,4,23,31,26
2016,Subaru,Subaru,2,4,30,34,31
2016,Subaru,Subaru,2,4,23,28,25
2016,Subaru,Subaru,2.5,4,24,32,27
2016,Subaru,Subaru,2.5,4,22,29,25
2016,Subaru,Subaru,2.5,4,25,33,28
2016,Subaru,Subaru,3.6,6,20,27,22
2016,Toyota,TOYOTA,2.5,4,22,29,25
2016,Toyota,TOYOTA,2.5,4,34,31,33
2016,Toyota,TOYOTA,2.5,4,22,29,25
2016,Volkswagen Group of,Volkswagen,2,4,20,26,23
2016,Volvo,"Volvo Cars of North America, LLC",2,4,19,27,22
2016,Volvo,"Volvo Cars of North America, LLC",2.5,5,19,26,22
2016,Volvo,"Volvo Cars of North America, LLC",3,6,17,23,20
2016,Volvo,"Volvo Cars of North America, LLC",2.5,5,19,26,22
2016,BMW,BMW,3,6,18,25,21
2016,BMW,BMW,3,6,18,25,21
2016,General Motors,Buick,3.6,6,15,22,18
2016,General Motors,Cadillac,6.2,8,15,22,17
2016,General Motors,Cadillac,3.6,6,17,24,19
2016,General Motors,Chevrolet,5.3,8,16,23,18
2016,General Motors,Chevrolet,5.3,8,16,23,18
2016,General Motors,Chevrolet,5.3,8,16,23,18
2016,General Motors,Chevrolet,5.3,8,16,23,18
2016,General Motors,Chevrolet,3.6,6,15,22,18
2016,FCA US LLC,Dodge,3.6,6,19,27,22
2016,FCA US LLC,Dodge,5.7,8,14,22,17
2016,Ford Motor Company,Ford,3.5,6,16,22,18
2016,Ford Motor Company,Ford,3.5,6,15,21,17
2016,Ford Motor Company,Ford,3.5,6,17,24,20
2016,Ford Motor Company,Ford,2.3,4,19,28,22
2016,Ford Motor Company,Ford,3.5,6,17,24,20
2016,Ford Motor Company,Ford,3.5,6,16,23,19
2016,General Motors,GMC,3.6,6,15,22,18
2016,General Motors,GMC,5.3,8,16,23,18
2016,General Motors,GMC,5.3,8,16,23,18
2016,General Motors,GMC,6.2,8,15,22,17
2016,General Motors,GMC,5.3,8,16,23,18
2016,General Motors,GMC,5.3,8,16,23,18
2016,General Motors,GMC,6.2,8,15,22,17
2016,Nissan,INFINITI,2.5,4,26,28,26
2016,Nissan,INFINITI,5.6,8,14,20,16
2016,FCA US LLC,Jeep,3,6,22,30,25
2016,FCA US LLC,Jeep,3.6,6,19,26,22
2016,Ford Motor Company,Lincoln,3.7,6,16,24,19
2016,Ford Motor Company,Lincoln,3.5,6,16,22,18
2016,Ford Motor Company,Lincoln,3.5,6,15,20,17
2016,Mercedes-Benz,Mercedes-Benz,3.5,6,18,24,20
2016,Toyota,TOYOTA,4,6,17,22,19
2016,Toyota,TOYOTA,5.7,8,13,17,15
2016,Volvo,"Volvo Cars of North America, LLC",2,4,22,26,24
2016,BMW,BMW,4.4,8,14,19,16
2016,BMW,BMW,3,6,23,30,26
2016,BMW,BMW,3,6,18,24,20
2016,BMW,BMW,4.4,8,15,21,17
2016,BMW,BMW,4.4,8,14,19,16
2016,BMW,BMW,3,6,18,24,20
2016,BMW,BMW,4.4,8,15,21,17
2016,General Motors,Buick,3.6,6,15,22,17
2016,General Motors,Cadillac,6.2,8,15,21,17
2016,General Motors,Cadillac,3.6,6,16,23,18
2016,General Motors,Chevrolet,5.3,8,15,22,18
2016,General Motors,Chevrolet,5.3,8,15,22,18
2016,General Motors,Chevrolet,5.3,8,16,22,18
2016,General Motors,Chevrolet,5.3,8,16,22,18
2016,General Motors,Chevrolet,3.6,6,15,22,17
2016,FCA US LLC,Dodge,3.6,6,18,25,21
2016,FCA US LLC,Dodge,5.7,8,14,22,17
2016,Ford Motor Company,Ford,3.5,6,15,20,17
2016,Ford Motor Company,Ford,3.5,6,14,20,16
2016,Ford Motor Company,Ford,2.3,4,18,26,21
2016,Ford Motor Company,Ford,3.5,6,16,22,18
2016,Ford Motor Company,Ford,3.5,6,16,23,19
2016,Ford Motor Company,Ford,3.5,6,16,23,19
2016,Ford Motor Company,Ford,3.5,6,16,22,18
2016,Ford Motor Company,Ford,3.5,6,15,21,17
2016,General Motors,GMC,3.6,6,15,22,17
2016,General Motors,GMC,5.3,8,16,22,18
2016,General Motors,GMC,5.3,8,16,22,18
2016,General Motors,GMC,6.2,8,15,21,17
2016,General Motors,GMC,5.3,8,15,22,18
2016,General Motors,GMC,5.3,8,15,22,18
2016,General Motors,GMC,6.2,8,14,20,16
2016,Nissan,INFINITI,2.5,4,25,28,26
2016,Nissan,INFINITI,5.6,8,13,19,15
2016,FCA US LLC,Jeep,3,6,21,28,24
2016,FCA US LLC,Jeep,3.6,6,18,25,21
2016,FCA US LLC,Jeep,5.7,8,14,22,17
2016,FCA US LLC,Jeep,6.4,8,13,19,15
2016,Jaguar Land Rover L,Land Rover,3,6,15,19,16
2016,Jaguar Land Rover L,Land Rover,3,6,17,23,19
2016,Jaguar Land Rover L,Land Rover,5,8,14,19,16
2016,Jaguar Land Rover L,Land Rover,3,6,17,23,19
2016,Jaguar Land Rover L,Land Rover,5,8,14,19,16
2016,Jaguar Land Rover L,Land Rover,3,6,17,23,19
2016,Jaguar Land Rover L,Land Rover,5,8,14,19,16
2016,Jaguar Land Rover L,Land Rover,3,6,22,29,25
2016,Jaguar Land Rover L,Land Rover,3,6,22,29,25
2016,Toyota,LEXUS,4.6,8,15,20,17
2016,Toyota,LEXUS,5.7,8,13,18,15
2016,Toyota,LEXUS,3.5,6,30,28,30
2016,Ford Motor Company,Lincoln,3.5,6,15,21,17
2016,Ford Motor Company,Lincoln,3.5,6,15,20,17
2016,Ford Motor Company,Lincoln,3.5,6,15,19,16
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,12,14,13
2016,Mercedes-Benz,Mercedes-Benz,6,12,11,13,12
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,13,17,14
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,13,17,15
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,13,17,15
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,14,18,15
2016,Mercedes-Benz,Mercedes-Benz,4,8,13,14,13
2016,Mercedes-Benz,Mercedes-Benz,3,6,19,26,22
2016,Mercedes-Benz,Mercedes-Benz,3,6,17,21,19
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,13,18,15
2016,Mercedes-Benz,Mercedes-Benz,2.1,4,22,29,24
2016,Mercedes-Benz,Mercedes-Benz,3.5,6,17,22,19
2016,Mercedes-Benz,Mercedes-Benz,3.5,6,17,22,19
2016,Mercedes-Benz,Mercedes-Benz,3,6,23,30,26
2016,Mercedes-Benz,Mercedes-Benz,3,6,18,22,20
2016,Mercedes-Benz,Mercedes-Benz,3,6,17,23,20
2016,Porsche,Porsche,3.6,6,19,24,21
2016,Porsche,Porsche,3,6,21,28,24
2016,Porsche,Porsche,3.6,6,16,23,19
2016,Porsche,Porsche,3.6,6,17,24,20
2016,Porsche,Porsche,4.8,8,14,21,17
2016,Porsche,Porsche,4.8,8,14,21,17
2016,Toyota,TOYOTA,4,6,17,21,18
2016,Toyota,TOYOTA,4,6,17,21,18
2016,Toyota,TOYOTA,3.5,6,18,24,20
2016,Toyota,TOYOTA,3.5,6,27,28,28
2016,Toyota,TOYOTA,3.5,6,28,28,28
2016,Toyota,TOYOTA,5.7,8,13,18,15
2016,Toyota,TOYOTA,5.7,8,13,17,14
2016,Toyota,TOYOTA,5.7,8,13,17,14
2016,Volkswagen Group of,Volkswagen,3,6,21,28,24
2016,Volkswagen Group of,Volkswagen,3.6,6,17,23,19
2016,Volvo,"Volvo Cars of North America, LLC",2,4,20,25,22
2016,Volvo,"Volvo Cars of North America, LLC",2,4,22,25,23
2016,Volkswagen Group of,Volkswagen,1.8,4,24,31,27
2016,Mobility Ventures L,Mobility Ventures LLC,3.7,6,14,18,16
